ProductName,ProductPrice,ProductRating,SellerName1,SellerName2,SellerName3,SellerName4,SellerName5
"AADI MEN""S BLACK NEW LOOK FORMAL BROGUES Derby For Men  (Black)",486,3.9,Dadwanis Footwear(4.3),nan,nan,nan,nan
Dezmer M Running Shoes For Men  (Blue),"4,999",4,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Revolution 5 Running Shoes For Men  (Black),"3,140",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Sneakers For Women  (Black),499,4,KTEAM(4.6),nan,nan,nan,nan
Women's Mesh Sports Shoes Walking Running Shoes For Women  (Grey),399,4.2,LayasaFootwear(4.3),nan,nan,nan,nan
Women's Mesh Sports Shoes Walking Sneakers For Women  (Pink),499,4.1,LayasaFootwear(4.3),nan,nan,nan,nan
Voyager 1.0 Running Shoes For Men  (White),"2,599",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
CHICAGO Running Shoes For Men  (Grey),"1,499",4,RetailNet(4.8),CAMPUS COMPANY STORE(4.3),Campusactivewear(4.7),HiveCollection(4.5),nan
Pictoris M Running Shoes For Men  (Green),"2,043",4.2,RetailNet(4.8),nan,nan,nan,nan
"Future-04 laceless sports shoes for men | Latest Stylish Casual sneakers for men without laces | running shoes for boys | Slip on grey shoes for running, walking, gym, trekking & party Running Shoes For Men  (Green, Grey)",472,4.2,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
GEL-MOYA LS Sneakers For Men  (Grey),"2,498",3.7,RetailNet(4.8),nan,nan,nan,nan
"Casual , Partywear Sneakers Shoes For Men's And Boys White Color Sneakers For Men  (White)",399,4,DICY(4.2),nan,nan,nan,nan
Running Shoes For Men  (Black),951,4.1,DIVYANSHUENTERPRIICES(4),LottaEnterprises(4.5),Divyanshu Enterprises(4.1),nan,nan
NK PRECISION VI Basketball Shoes For Men  (Black),"5,602",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Red Football Shoes Or Studs Shoes With Watch For Men Football Shoes For Men  (Orange),664,4,Kastner(3.5),Sportlife(4.1),nan,nan,nan
Premium Sports Shoes For Women Walking Shoes For Women  (Pink),399,4,(4.3),RK footwear hub(4.1),nan,nan,nan
"SM-9034 Walking Shoes For Men  (Black, Orange)",759,4.1,HSAtlastradeFashion(4.7),NEEL(4.4),VirajEnt(4.3),nan,nan
Levato W Running Shoes For Women  (Blue),"1,946",4.2,HSAtlastradeFashion(4.7),adi Sports India Pvt Ltd(3.6),nan,nan,nan
MEN's Boots For Men  (Green),519,4,Dadwanis Footwear(4.3),nan,nan,nan,nan
Essex Comfort Wn's Running Shoes For Women  (Blue),"1,484",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
PUMA Cave V3 Casuals For Men  (Blue),"4,299",4.1,HSAtlastradeFashion(4.7),nan,nan,nan,nan
SIMON PRO Casuals For Men  (Grey),"1,049",4.1,HSAtlastradeFashion(4.7),Campusactivewear(4.7),nan,nan,nan
Casual Boot Boots For Men  (Olive),499,4,styleshoesbyaadishoes(4.2),nan,nan,nan,nan
Sneakers For Men  (Grey),"1,403",4.1,HSAtlastradeFashion(4.7),REDTAPE(4.7),nan,nan,nan
Caleron M Walking Shoes For Men  (Blue),"2,945",4.3,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Premium Sports Shoes for Men Running Shoes For Men  (Maroon),299,3.6,Auvio(4.3),RK footwear hub(4.1),nan,nan,nan
Adisten M Running Shoes For Men  (Navy),"2,897",4.8,RetailNet(4.8),nan,nan,nan,nan
Outdoors For Men  (Green),"2,796",4.2,RetailNet(4.8),HydONLINEecommerce(4.8),nan,nan,nan
"Mesh Running Shoes For Men  (Olive, White)",399,3.9,00RA(4.3),nan,nan,nan,nan
STIN TNS V2 Tennis Shoes For Men  (Blue),"4,775",4.7,HSAtlastradeFashion(4.7),nan,nan,nan,nan
"Delta-21 Grey Sports,Walking,Casual, Running Shoes For Men  (Grey)",736,3.9,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
DRAGON Running Shoes For Men  (Olive),"1,799",4,Campusactivewear(4.7),RetailNet(4.8),CAMPUS COMPANY STORE(4.3),nan,nan
Court Team Bounce M Training & Gym Shoes For Men  (Black),"4,359",4.2,RetailNet(4.8),nan,nan,nan,nan
Match Star Sneakers For Men  (Black),"3,943",4.1,RetailNet(4.8),nan,nan,nan,nan
KATICH Slip On For Men  (Brown),"1,199",4.3,RetailNet(4.8),nan,nan,nan,nan
"Royal Look Party Wear Shoes ll Casual Shoes ll Latest Patent Leather Boots For Men Boots For Men  (Blue, Navy)",499,4.3,Vellinto(4.8),nan,nan,nan,nan
Slip On For Men  (Brown),959,4.3,RetailNet(4.8),nan,nan,nan,nan
GEL-Nimbus 23 Running Shoes For Men  (Black),"9,445",4.1,RetailNet(4.8),nan,nan,nan,nan
Walking Shoes For Women  (Black),399,4,SukunFootwear(4),nan,nan,nan,nan
Mech Dune M Running Shoes For Men  (Black),"2,524",3.8,RetailNet(4.8),adi Sports India Pvt Ltd(3.6),nan,nan,nan
Corporate Casual For Men  (Brown),"2,876",4.1,HSAtlastradeFashion(4.7),HydONLINEecommerce(4.8),RPSales(3.3),e-Commerce Hub(3.1),nan
GEL-VENTURE 8 For Men  (Green),"3,175",4.2,RetailNet(4.8),nan,nan,nan,nan
ST Activate Walking Shoes For Men  (Black),"1,415",4.3,HSAtlastradeFashion(4.7),SwamiTrade(3.8),PumaSportsIndia(3.6),nan,nan
Walking Shoes For Men  (Black),"1,646",4.2,HSAtlastradeFashion(4.7),REDTAPE(4.7),nan,nan,nan
NK Revolution 6 Next Nature Men's Road Running Shoes Running Shoes For Men  (Green),"3,695",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Club Pro Cricket Shoes For Men  (White),"1,501",4.3,RetailNet(4.8),nan,nan,nan,nan
ALGERIA Running Shoes For Men  (White),"1,119",4,RetailNet(4.8),CAMPUS COMPANY STORE(4.3),Campusactivewear(4.7),Divyanshu Enterprises(4.1),DIVYANSHUENTERPRIICES(4)
Slip On Sneakers For Men  (Blue),849,4.2,RetailNet(4.8),nan,nan,nan,nan
ALANZO Sneakers For Men  (Brown),"1,559",4.3,OptimVRcommerce(4.6),nan,nan,nan,nan
"Achiever-15 Black Sneakers,Loafers,Canvas,Walking Stylish Sneakers For Men  (Black)",471,4.1,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
Walking Shoes For Men  (Silver),"1,889",4,HSAtlastradeFashion(4.7),REDTAPE(4.7),nan,nan,nan
Casuals For Men  (Brown),"2,446",4.1,RetailNet(4.8),nan,nan,nan,nan
Loafers For Men  (Blue),249,4.1,AjantaFootcare(4.7),nan,nan,nan,nan
Walking Shoes For Men  (Olive),"1,322",4.2,RetailNet(4.8),nan,nan,nan,nan
Casuals For Men  (Tan),609,3.8,RetailNet(4.8),nan,nan,nan,nan
GEL-VENTURE 8 For Men  (Red),"3,343",4.3,RetailNet(4.8),nan,nan,nan,nan
RUN STEADY M Running Shoes For Men  (Green),"2,804",4.2,RetailNet(4.8),nan,nan,nan,nan
"Swiggy Sports (Walking & Gym Shoes) Running, Loafers, Sneakers Shoes for Men Pack of 2 Combo(O)-1657-1660 Running Shoes For Men  (Multicolor)",599,3.1,ORICUMFOOTWEAR(3.9),SUPER(3.9),nan,nan,nan
Combo pack of 2 Casuals Shoes For Men (1563-1564) Sneakers For Men  (Grey),469,3.6,BERSACHE(4),ORICUMFOOTWEAR(3.9),Vivaan(4.3),nan,nan
Lucifo M Slip On Sneakers For Men  (Black),"1,580",4.2,RetailNet(4.8),nan,nan,nan,nan
"Thar-10 White Sports,Gym,Training,Walking,Stylish Running Shoes For Men  (White)",578,3.8,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
Casuals For Women  (White),899,4.1,RetailNet(4.8),nan,nan,nan,nan
"Cosko Slate Blue Sports,Walking,Training,Gym,Stylish For Men  (Multicolor)",578,4.1,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
Volga NX Hiking & Trekking Shoes For Men  (Multicolor),"1,799",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Score || SL Running Shoes For Men  (Burgundy),783,4,OptimVRcommerce(4.6),nan,nan,nan,nan
Fashion wear Outdoors For Men  (Tan),"2,885",4.1,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Casuals For Men  (White),"1,259",4.4,RetailNet(4.8),nan,nan,nan,nan
CourtJam Control M Tennis Shoes For Men  (Black),"5,136",4.3,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Girls Walking Shoes Outdoors For Women  (White),499,4,ManansCollectionHouse(4.4),nan,nan,nan,nan
Conor Running Shoes For Men  (Black),"2,567",4.7,KLANGretail(4.7),nan,nan,nan,nan
Volga NX Hiking & Trekking Shoes For Men  (Multicolor),"1,589",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Fire run Walking Shoes For Men  (Black),"1,898",4,HSAtlastradeFashion(4.7),nan,nan,nan,nan
PATRIK PRO Running Shoes For Men  (Black),974,4.2,RetailNet(4.8),Campusactivewear(4.7),nan,nan,nan
GEL-VENTURE 8 For Men  (Red),"3,343",4.3,RetailNet(4.8),nan,nan,nan,nan
"Royal Look Party Wear Shoes ll Casual Shoes ll Latest Patent Leather Boots For Men Boots For Men  (Blue, Navy)",499,4.3,(4.8),nan,nan,nan,nan
Walking Shoes For Men  (Grey),"1,609",4.1,HSAtlastradeFashion(4.7),nan,nan,nan,nan
CAMP JEAL Running Shoes For Men  (Off White),"1,839",4.2,Campusactivewear(4.7),CAMPUS COMPANY STORE(4.3),VirajEnt(4.3),nan,nan
Conclave Runner M Running Shoes For Men  (Grey),"2,143",4.3,RetailNet(4.8),nan,nan,nan,nan
Lunar Walk Walking Shoes For Men  (Grey),"3,599",4.2,OptimVRcommerce(4.6),RetailNet(4.8),nan,nan,nan
SIMON PRO Casuals For Men  (Grey),"1,049",4.1,HSAtlastradeFashion(4.7),Campusactivewear(4.7),nan,nan,nan
Running Shoes For Men  (Grey),"1,493",4.2,RetailNet(4.8),nan,nan,nan,nan
Girls Walking Shoes Outdoors For Women  (White),499,4,ManansCollectionHouse(4.4),nan,nan,nan,nan
Conor Running Shoes For Men  (Black),"2,567",4.7,KLANGretail(4.7),nan,nan,nan,nan
DT/CS/08B Casuals For Men  (White),"1,569",4,RetailNet(4.8),nan,nan,nan,nan
"SM-162 Navy Blue Walking Shoes,Training Shoes,Sneakers,Loafers,Canvas Shoes,Casual Shoes,Sneakers Casuals For Men  (Navy, Blue)",572,4.1,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
Men SM-421 Black Red For Men  (Black),769,4.2,nan,nan,nan,nan,nan
GEL-COURTMOV Badminton Shoes For Men  (Black),"3,837",4.1,DIIATBonline(4.4),nan,nan,nan,nan
Zenith Running Shoes For Men  (Black),"2,012",4.2,HydtelRETAILSsales(4.9),nan,nan,nan,nan
NORTH PLUS Running Shoes For Men  (Blue),"1,189",4.1,RetailNet(4.8),nan,nan,nan,nan
Stylish Casual Sports Shoe Sneakers For Women  (Black),499,4.1,LayasaFootwear(4.3),nan,nan,nan,nan
Loafers For Men  (Blue),249,4.1,AjantaFootcare(4.7),nan,nan,nan,nan
Corporate Casual For Men  (Brown),"2,876",4.1,HSAtlastradeFashion(4.7),HydONLINEecommerce(4.8),RPSales(3.3),e-Commerce Hub(3.1),nan
Maka Wns Running Shoes For Women  (Pink),"1,976",4.3,OptimVRcommerce(4.6),nan,nan,nan,nan
Raygun M Running Shoes For Men  (Black),"2,229",3.9,DIIATBonline(4.4),RetailNet(4.8),nan,nan,nan
Casuals For Men  (Grey),724,3.9,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Velocity-01 White sports shoes for men Running Shoes For Men  (White),578,4,Asianshoe(4.3),nan,nan,nan,nan
Casuals For Men  (Olive),"3,446",4.1,RetailNet(4.8),nan,nan,nan,nan
"Chrome-01 Blue Sports,Casual,Walking,Stylish Training & Gym Shoes For Men  (Blue)","1,316",4,Asianshoe(4.3),nan,nan,nan,nan
PATRIK PRO Running Shoes For Men  (Black),974,4.2,RetailNet(4.8),Campusactivewear(4.7),nan,nan,nan
Hiking & Trekking Shoes For Men  (Grey),"1,746",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
"Asian Velocity-01 sports shoes for men | Latest Stylish Casual sport shoes for men |running shoes for boys | Lace up Lightweight grey shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Grey, Green)",578,4,Asianshoe(4.3),nan,nan,nan,nan
GlideEase M Running Shoes For Men  (Blue),"1,499",4.2,RetailNet(4.8),nan,nan,nan,nan
Running Shoes For Men  (Grey),"1,629",4,RetailNet(4.8),nan,nan,nan,nan
Men White Urban Street Athleisure Shoes Sneakers For Men  (White),"1,479",4.1,RetailNet(4.8),nan,nan,nan,nan
GEL-VENTURE 8 For Men  (Green),"3,175",4.2,RetailNet(4.8),nan,nan,nan,nan
AdiPrim M Running Shoes For Men  (Black),"2,457",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
033-R Running Shoes For Men  (White),245,4,UNISTARFASHION(4.7),nan,nan,nan,nan
x KL Columbus Running Shoes For Men  (Black),"2,276",4.2,RetailNet(4.8),nan,nan,nan,nan
ADISTAR TD Running Shoes For Men  (Grey),"7,732",4.3,HSAtlastradeFashion(4.7),nan,nan,nan,nan
HELLEN Running Shoes For Women  (Blue),"1,048",4,RetailNet(4.8),Campusactivewear(4.7),nan,nan,nan
"Bouncer-01 Grey Sports,Casual,Walking,Gym,Stylish For Men  (Grey, Orange)",629,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
BRAZIL ADV PRO Running Shoes For Men  (Black),"1,119",4.1,HSAtlastradeFashion(4.7),CAMPUS COMPANY STORE(4.3),nan,nan,nan
"Sneakers For Men  (Black, Grey)",359,3.9,Dadwanis Footwear(4.3),nan,nan,nan,nan
